id,ime,vzdevek,id_kluba,id_države,država,ocena,pozicija,cena,spretnost,šibka_noga,hitrost,strel,podaje,dribling,obramba,fizika,višina,popularnost
1367,Gary Medel,,327,55,Chile,81,CDM,700,3,4,71,47,68,70,81,84,171,421
1369,Adem Ljajic,,327,51,Serbia,80,CAM,750,4,4,79,73,76,84,37,56,182,405
1370,Ryan Babel,,327,34,Holland,79,LM,700,4,3,82,79,70,79,36,76,185,422
1372,Jeremain Lens,,327,34,Holland,78,RM,700,4,4,90,75,73,79,36,71,178,424
1373,Atiba Hutchinson,,327,70,Canada,78,CDM,600,3,4,69,64,75,73,76,77,187,434
1374,Adriano Correia Claro,Adriano,327,54,Brazil,78,LB,850,4,5,75,71,77,81,77,71,172,452
1375,Álvaro Negredo Sánchez,Negredo,327,45,Spain,78,ST,2300,3,2,63,79,64,71,36,78,186,391
1376,Oguzhan Özyakup,,327,48,Turkey,78,CM,800,4,4,72,70,80,80,62,69,180,433
1377,Vágner Silva de Souza,Vágner Love,327,54,Brazil,77,ST,500,4,5,74,77,61,76,38,75,171,401
1378,Tolgay Arslan,,327,21,Germany,76,CDM,400,3,4,73,71,76,78,71,70,180,439
1379,Gökhan Gönül,,327,48,Turkey,76,RB,2300,4,3,77,63,72,77,73,70,175,432
1380,Caner Erkin,,327,48,Turkey,76,LB,1200,4,2,79,74,76,79,69,76,181,453
1381,Gökhan Töre,,327,48,Turkey,76,RM,550,3,4,83,68,74,79,43,73,176,420
1382,Enzo Roco,,327,55,Chile,75,CB,750,2,3,40,41,54,58,75,77,192,345
1383,Cyle Larin,,327,70,Canada,75,ST,600,3,4,71,75,46,66,26,77,188,361
1384,Necip Uysal,,327,48,Turkey,73,CDM,350,3,3,70,58,66,70,72,78,180,414
1392,Pablo Piatti,,452,52,Argentina,79,LM,600,3,2,86,72,75,81,47,55,163,416
1393,David López Silva,David López,452,45,Spain,79,CB,650,2,3,55,66,66,66,78,81,183,412
1394,Sergi Darder Moll,Sergi Darder,452,45,Spain,79,CM,550,4,3,51,64,77,78,65,66,180,401
1395,Leonardo Carrilho Baptistão,Leo Baptistao,452,54,Brazil,79,ST,500,4,3,77,76,69,78,33,63,181,396
1396,Esteban Granero Molina,Granero,452,45,Spain,78,CM,700,4,4,52,73,81,77,67,60,180,410
1397,Sergio García de la Fuente,Sergio García,452,45,Spain,77,ST,500,4,2,69,76,75,78,37,62,174,397
1398,Roberto Rosales,,452,61,Venezuela,77,RB,700,4,3,75,59,70,76,74,72,175,426
1399,Victor Sánchez Mata,Victor Sánchez,452,45,Spain,77,RB,650,3,3,60,63,80,74,75,68,174,420
1400,Hernán Pérez,,452,58,Paraguay,77,RM,700,4,4,77,74,73,78,39,72,180,413
1402,Borja Iglesias Quintas,Borja Iglesias,452,45,Spain,76,ST,700,3,3,62,79,61,71,29,76,187,378
1403,Javier López Rodríguez,Javi López,452,45,Spain,75,RB,650,3,3,70,53,69,72,70,74,180,408
1404,Óscar Duarte,,452,72,Costa Rica,75,CB,600,2,3,61,31,52,54,76,71,186,345
1405,Edinaldo Gomes Pereira,Naldo,452,54,Brazil,75,CB,800,2,3,46,38,49,51,79,69,188,332
1406,Marc Roca Junqué,Marc Roca,452,45,Spain,75,CDM,450,3,3,55,56,72,71,71,67,184,392
1408,Mario Hermoso Canseco,Hermoso,452,45,Spain,73,CB,1200,2,4,84,39,62,67,71,75,184,398
1409,Óscar Melendo Jiménez,Melendo,452,45,Spain,73,RM,600,3,3,63,63,71,74,55,60,167,386
1410,Dídac Vilà Roselló,Dídac Vilà,452,45,Spain,72,LB,1500,3,3,71,47,62,67,72,75,185,394
1414,Harry Maguire,,95,14,England,82,CB,1100,2,3,47,46,63,69,81,82,194,388
1415,Jamie Vardy,,95,14,England,82,ST,2500,3,3,90,81,63,77,54,77,179,442
1416,Vicente Iborra de la Fuente,Iborra,95,45,Spain,81,CDM,550,3,4,37,71,75,70,79,80,190,412
1417,Ricardo D. Barbosa Pereira,Ricardo Pereira,95,38,Portugal,81,RB,1100,3,4,87,63,77,81,77,70,175,455
1418,Onyinye Ndidi,,95,133,Nigeria,80,CDM,700,3,4,73,62,65,73,83,82,183,438
1419,Adrien S. Perruchet Silva,Adrien Silva,95,38,Portugal,79,CM,500,3,4,60,74,79,78,71,65,175,427
1420,Jonny Evans,,95,35,Northern Ireland,78,CB,500,2,4,58,32,59,54,78,72,188,353
1421,Ben Chilwell,,95,14,England,76,LB,500,3,3,76,48,69,74,74,69,178,410
1422,Marc Albrighton,,95,14,England,76,LM,700,3,3,73,68,75,76,57,68,175,417
1423,Shinji Okazaki,,95,163,Japan,76,CF,450,3,4,68,72,68,77,54,71,173,410
1424,Demarai Gray,,95,14,England,76,LM,550,3,3,87,70,68,81,27,57,180,390
1425,Çaglar Söyüncü,,95,48,Turkey,75,CB,2100,2,4,70,45,51,59,75,76,187,376
1426,Rachid Ghezzal,,95,97,Algeria,75,RM,450,4,3,72,72,75,78,28,60,182,385
1427,Kelechi Iheanacho,,95,133,Nigeria,75,ST,400,4,3,78,75,62,75,28,67,183,385
1428,Daniel Amartey,,95,117,Ghana,75,CDM,650,3,3,72,58,64,69,75,83,186,421
1429,James Maddison,,95,14,England,75,CAM,1100,4,4,74,73,75,76,39,48,175,385
1430,Christian Fuchs,,95,4,Austria,75,LB,500,3,2,55,68,78,70,76,71,187,418
1431,Wes Morgan,,95,82,Jamaica,75,CB,450,2,2,30,30,41,57,75,74,186,307
1432,Danny Simpson,,95,14,England,74,RB,700,3,3,60,38,61,67,78,71,176,375
1433,Nampalys Mendy,,95,18,France,74,CDM,500,3,3,67,55,70,73,70,71,168,406
1434,Yohan Benalouane,,95,145,Tunisia,74,CB,450,2,3,52,39,57,54,73,73,185,348
1436,Matty James,,95,14,England,73,CM,1600,3,3,57,61,73,71,68,70,181,400
1444,Aritz Aduriz Zubeldia,Aduriz,448,45,Spain,83,ST,1000,3,3,67,82,64,75,50,81,182,419
1445,Daniel Garcia Carrillo,Dani García,448,45,Spain,82,CDM,750,3,3,43,58,74,71,75,80,180,401
1446,Iñaki Williams Dannis,Williams,448,45,Spain,81,ST,800,4,3,93,78,73,79,41,79,186,443
1447,Raúl García Escudero,Raúl García,448,45,Spain,81,CAM,850,4,3,53,80,79,79,72,80,184,443
1448,Iker Muniain Goñi,Muniain,448,45,Spain,80,LW,700,4,3,79,71,73,85,51,56,169,415
1449,Beñat Etxebarria Urkiaga,Beñat,448,45,Spain,80,CM,700,3,3,51,74,82,74,66,73,177,420
1450,Markel Susaeta Laskurain,Susaeta,448,45,Spain,80,RW,700,4,3,75,71,84,83,41,63,179,417
1451,Oscar De Marcos Arana,De Marcos,448,45,Spain,79,RB,700,4,3,85,62,72,76,72,79,182,446
1452,Iñigo Martínez Berridi,Iñigo Martínez,448,45,Spain,79,CB,700,2,2,73,56,63,61,78,78,182,409
1453,Ander Capa Rodríguez,Capa,448,45,Spain,78,RB,700,3,4,84,63,69,75,71,84,175,446
1455,Ander Iturraspe Derteano,Iturraspe,448,45,Spain,78,CM,550,3,3,53,63,74,68,78,72,187,408
1457,Yuri Berchiche Izeta,Yuri Berchiche,448,45,Spain,77,LB,600,3,3,77,58,67,70,75,80,180,427
1458,Yeray Alvarez Lopez,Yeray,448,45,Spain,77,CB,900,2,3,67,49,57,63,75,76,183,387
1459,Mikel San José Domínguez,Mikel San José,448,45,Spain,77,CM,500,3,3,36,66,67,66,78,78,187,391
1460,Mikel Balenziaga,Balenziaga,448,45,Spain,75,LB,550,3,4,71,49,68,69,73,76,177,406
1461,Unai López Cabrera,Unai López,448,45,Spain,75,CM,450,3,3,73,69,74,75,64,65,170,420
1462,Mikel Rico Moreno,Mikel Rico,448,45,Spain,75,CM,500,2,4,47,65,70,67,73,76,179,398
1463,Iñigo Córdoba Kerejeta,Córdoba,448,45,Spain,75,LW,450,4,4,83,69,69,78,57,66,180,422
1465,Iñigo Lekue Martínez,Lekue,448,45,Spain,75,RB,650,3,3,87,64,71,75,69,73,180,439
1468,Raffael Caetano de Araújo,Raffael,23,54,Brazil,81,CF,700,4,4,70,77,80,85,44,63,174,419
1469,Thorgan Hazard,,23,7,Belgium,81,LM,1600,4,3,81,74,79,84,39,65,174,422
1470,Christoph Kramer,,23,21,Germany,81,CDM,550,3,3,52,47,71,74,78,76,191,398
1471,Lars Stindl,,23,21,Germany,81,CF,700,4,4,70,81,79,79,59,72,181,440
1474,Ibrahima Traoré,,23,118,Guinea,79,RM,700,4,2,85,71,77,84,44,51,171,412
1475,Jonas Hofmann,,23,21,Germany,78,RM,550,3,4,78,67,76,77,41,57,176,396
1476,Nico Elvedi,,23,47,Switzerland,77,CB,600,3,3,71,34,62,69,78,75,189,389
1477,Patrick Herrmann,,23,21,Germany,77,RM,550,4,3,81,69,73,78,33,59,179,393
1478,Denis Zakaria,,23,47,Switzerland,77,CM,700,3,3,78,56,74,74,78,82,191,442
1479,Michael Lang,,23,47,Switzerland,77,RB,550,3,4,73,69,68,67,77,79,185,433
1480,Fabian Johnson,,23,95,United States,77,LM,450,3,4,82,67,73,76,67,67,183,432
1481,Oscar Wendt,,23,46,Sweden,76,LB,500,3,3,76,63,75,74,72,69,181,429
1482,Josip Drmic,,23,47,Switzerland,75,ST,400,3,4,76,75,67,73,38,70,183,399
1483,Tobias Strobl,,23,21,Germany,75,CDM,400,2,3,53,49,65,59,77,78,188,381
1484,Tony Jantschke,,23,21,Germany,75,RB,650,2,3,64,41,64,67,79,74,177,389
1486,Florian Neuhaus,,23,21,Germany,73,CM,500,3,3,70,62,70,75,60,61,183,398
1487,Mickaël Cuisance,,23,18,France,72,CM,1100,4,3,72,67,77,74,52,54,181,396
1496,Ignacio Camacho Barnola,Camacho,175,45,Spain,80,CDM,800,2,3,59,60,70,69,81,79,183,418
1498,Yunus Malli,,175,48,Turkey,79,LM,650,4,4,74,72,77,81,33,59,179,396
1499,Josuha Guilavogui,,175,18,France,79,CDM,700,2,3,69,59,67,68,81,80,188,424
1500,Maximilian Arnold,,175,21,Germany,78,CM,700,3,3,65,80,74,77,71,69,184,436
1501,Jérôme Roussillon,,175,18,France,78,LB,800,3,3,87,65,72,76,73,78,175,451
1502,Paul-Georges Ntep,,175,18,France,77,LM,950,3,4,85,71,71,81,29,72,180,409
1503,Wout Weghorst,,175,34,Holland,77,ST,700,3,3,62,75,56,68,36,83,197,380
1504,Felix Uduokhai,,175,21,Germany,76,CB,700,2,3,69,39,53,60,77,72,192,370
1505,Jeffrey Bruma,,175,34,Holland,76,CB,700,2,3,61,53,62,60,74,80,190,390
1506,Daniel Ginczek,,175,21,Germany,76,ST,700,3,2,69,75,51,68,38,80,190,381
1507,Felix Klaus,,175,21,Germany,76,RM,500,3,3,82,68,69,76,37,72,180,404
1508,Renato Steffen,,175,47,Switzerland,75,LM,500,3,3,84,70,72,77,41,66,170,410
1509,Admir Mehmedi,,175,47,Switzerland,75,RM,600,3,3,74,75,70,77,43,69,183,408
1510,Paul Verhaegh,,175,34,Holland,75,RB,650,2,3,66,51,69,72,76,69,178,403
1511,Josip Brekalo,,175,10,Croatia,75,LM,550,4,3,82,65,69,80,36,52,175,384
1512,Jakub Blaszczykowski,,175,37,Poland,75,RM,500,3,4,74,70,73,77,60,68,176,422
1513,Marcel Tisserand,,175,110,Congo DR,75,CB,500,3,3,69,59,69,68,73,76,190,414
1514,Robin Knoche,,175,21,Germany,75,CB,650,2,4,57,41,51,51,77,71,190,348
1516,Yannick Gerhardt,,175,21,Germany,74,LB,1300,3,3,71,69,74,74,72,74,184,434
1517,William de Asevedo Furtado,William,175,54,Brazil,73,LB,800,3,3,77,46,66,72,69,68,171,398
1518,Sebastian Jung,,175,21,Germany,72,RB,850,3,4,69,51,72,72,72,64,179,400
1526,Germán Pezzella,,110374,52,Argentina,79,CB,600,2,3,52,49,47,57,80,73,186,358
1527,Kevin Mirallas,,110374,7,Belgium,78,LM,550,4,4,79,73,76,80,43,65,182,416
1528,Jordan Veretout,,110374,18,France,78,CM,500,4,3,69,70,77,77,71,72,176,436
1529,Giovanni Simeone,,110374,52,Argentina,78,ST,450,4,3,78,76,59,76,39,73,180,401
1530,Marco Benassi,,110374,27,Italy,77,CM,450,4,3,68,71,75,77,72,75,184,438
1531,Federico Chiesa,,110374,27,Italy,77,RW,450,4,4,83,73,69,81,44,66,175,416
1533,Valentin Eysseric,,110374,18,France,76,LW,500,3,4,69,72,79,77,42,63,181,402
1534,Vitor Hugo Franchescoli Souza,Vitor Hugo,110374,54,Brazil,76,CB,500,2,2,68,31,36,46,77,74,187,332
1535,Cyril Théréau,,110374,18,France,76,LW,700,4,4,70,77,72,77,37,68,189,401
1536,Marko Pjaca,,110374,10,Croatia,76,LW,400,3,4,78,67,74,83,41,69,186,412
1537,Cristiano Biraghi,,110374,27,Italy,75,LB,750,3,4,78,55,67,71,74,73,183,418
1539,Bryan Dabo,,110374,101,Burkina Faso,74,CM,700,4,3,67,67,71,73,73,80,186,431
1540,Vincent Laurini,,110374,18,France,74,RB,900,3,3,78,33,60,68,71,71,173,381
1541,Nikola Milenkovic,,110374,51,Serbia,73,CB,550,2,3,62,26,51,55,74,79,195,347
1542,Gerson Santos da Silva,Gerson,110374,54,Brazil,73,CM,550,3,2,69,56,73,77,58,65,184,398
1543,Kevin Diks,,110374,34,Holland,72,RB,850,3,3,75,40,56,68,71,74,185,384
1544,Federico Ceccherini,,110374,27,Italy,72,CB,550,2,2,59,15,34,51,71,76,187,306
1545,Christian Nørgaard,,110374,13,Denmark,72,CDM,750,3,3,61,58,69,67,70,70,187,395
1553,Ryan Shawcross,,1806,14,England,77,CB,500,2,3,45,37,49,51,77,84,191,343
1554,Joe Allen,,1806,50,Wales,77,CM,450,3,3,69,65,74,77,73,73,168,431
1555,Ashley Williams,,1806,50,Wales,76,CB,500,2,4,52,43,53,59,75,76,183,358
1556,Bojan Krkic Perez,Bojan,1806,45,Spain,75,CAM,400,4,4,72,71,74,76,28,45,170,366
1557,Bruno Martins Indi,,1806,34,Holland,75,CB,600,2,3,54,42,59,57,74,80,185,366
1558,Mame Diouf,,1806,136,Senegal,75,ST,650,3,3,88,72,61,67,67,84,185,439
1559,Moritz Bauer,,1806,4,Austria,75,RB,600,3,3,82,46,69,73,71,72,181,413
1560,Ibrahim Afellay,,1806,34,Holland,74,CAM,1900,4,4,68,69,75,77,54,58,180,401
1561,Erik Pieters,,1806,34,Holland,74,LB,3200,3,3,67,40,68,69,76,82,183,402
1563,Peter Etebo,,1806,133,Nigeria,74,CDM,2300,3,4,81,67,69,77,72,70,176,436
1564,Thomas Ince,,1806,14,England,73,RW,4700,3,3,78,69,68,76,33,54,178,378
1565,Peter Crouch,,1806,14,England,73,ST,700,2,3,32,73,66,65,35,62,201,333
1566,Sam Clucas,,1806,14,England,73,LM,4300,3,4,71,67,72,72,65,72,188,419
1567,Benik Afobe,,1806,110,Congo DR,73,ST,700,3,3,80,72,59,71,29,71,183,382
1569,Darren Fletcher,,1806,42,Scotland,72,CM,2100,3,3,44,65,73,67,73,70,183,392
1570,James McClean,,1806,25,Republic of Ireland,72,LW,6100,3,2,77,66,69,74,58,75,180,419
1572,Ryan Woods,,1806,14,England,72,CDM,2000,3,4,72,54,70,74,64,75,173,409
1579,Ronaldo Aparecido Rodrigues,Naldo,34,54,Brazil,86,CB,22000,2,4,63,69,64,62,87,74,198,419
1585,Sebastian Rudy,,34,21,Germany,81,CM,700,3,3,67,68,80,80,75,67,179,437
1587,Matija Nastasic,,34,51,Serbia,81,CB,550,2,2,69,32,62,56,82,74,188,375
1588,Salif Sané,,34,136,Senegal,81,CB,700,3,3,65,49,64,65,82,81,196,406
1595,Daniel Caligiuri,,34,27,Italy,80,RWB,700,3,4,78,76,78,80,71,75,182,458
1597,Omar Mascarell González,Omar Mascarell,34,45,Spain,79,CDM,850,3,4,64,62,72,76,75,76,181,425
1598,Guido Burgstaller,,34,4,Austria,79,ST,500,3,5,68,80,66,73,38,84,187,409
1599,Nabil Bentaleb,,34,97,Algeria,79,CM,800,4,2,65,71,76,80,68,72,187,432
1600,Yevgen Konoplyanka,,34,49,Ukraine,79,LW,900,4,4,87,76,76,81,31,62,178,413
1602,Benjamin Stambouli,,34,18,France,78,CB,500,2,4,64,55,66,70,79,76,180,410
1604,Amine Harit,,34,129,Morocco,78,RW,650,4,3,83,64,74,84,44,46,180,395
1606,Alessandro Schöpf,,34,4,Austria,77,RM,500,3,4,77,71,70,79,58,70,178,425
1608,Bastian Oczipka,,34,21,Germany,77,LWB,500,2,2,72,59,73,72,75,77,185,428
1611,Abdul Rahman Baba,,34,117,Ghana,76,LB,550,3,3,78,50,66,76,73,69,179,412
1613,Breel Embolo,,34,47,Switzerland,76,ST,400,3,4,78,71,67,75,34,76,185,401
1614,Franco Di Santo,,34,52,Argentina,76,ST,500,3,3,72,75,69,74,45,74,193,409
1615,Johannes Geis,,34,21,Germany,75,CDM,400,2,3,43,64,80,65,73,73,181,398
1616,Suat Serdar,,34,21,Germany,74,CM,850,3,3,66,62,68,74,69,76,184,415
1617,Steven Skrzybski,,34,21,Germany,73,RW,800,3,3,84,71,65,74,33,63,175,390
1618,Weston McKennie,,34,95,United States,72,CM,1000,3,3,66,60,68,71,71,81,185,417
1626,Jean-Philippe Gbamin,,169,108,Côte d'Ivoire,79,CDM,700,3,3,77,54,73,74,78,83,186,439
1627,Aarón Martín Caricol,Aarón Martín,169,45,Spain,77,LB,550,3,3,71,38,68,72,78,65,180,392
1628,Danny Latza,,169,21,Germany,77,CM,550,3,4,66,55,75,75,72,76,179,419
1629,Daniel Brosinski,,169,21,Germany,76,RB,650,3,3,81,60,71,73,72,70,178,427
1630,Stefan Bell,,169,21,Germany,76,CB,650,2,3,60,40,55,53,78,75,192,361
1631,Alexander Hack,,169,21,Germany,74,CB,700,2,3,72,32,62,60,73,76,193,375
1632,Jean-Paul Boëtius,,169,34,Holland,74,LW,700,4,3,86,70,69,77,30,47,178,379
1633,Giulio Donati,,169,27,Italy,74,RB,900,2,3,71,43,62,67,76,79,178,398
1634,Robin Quaison,,169,46,Sweden,74,CF,1100,3,3,78,70,69,76,51,70,183,414
1635,Levin Öztunali,,169,21,Germany,74,RM,1200,3,3,82,66,68,76,45,69,184,406
1636,Alexandru Maxim,,169,39,Romania,73,CAM,650,5,4,73,67,71,78,32,52,177,373
1637,Gaëtan Bussmann,,169,18,France,73,LB,850,2,2,69,58,59,64,75,74,184,399
1638,Niko Bungert,,169,21,Germany,73,CB,600,2,2,44,40,53,52,77,57,188,323
1639,Emil Berggreen,,169,13,Denmark,72,ST,650,2,4,51,70,53,67,30,74,194,345
1640,Moussa Niakhaté,,169,18,France,72,CB,750,2,3,71,37,58,64,71,77,190,378
1641,Karim Onisiwo,,169,4,Austria,72,RM,950,2,3,77,64,68,72,52,71,188,404
1650,Iago Aspas Juncal,Iago Aspas,450,45,Spain,85,RW,14750,3,3,81,86,77,86,35,65,175,430
1651,Hugo Mallo Novegil,Hugo Mallo,450,45,Spain,80,RB,650,3,3,71,40,70,74,76,77,174,408
1652,Maximiliano Gómez,,450,60,Uruguay,80,ST,550,3,3,63,81,65,72,31,74,186,386
1653,Pione Sisto,,450,13,Denmark,78,LW,550,4,4,81,75,72,82,47,67,173,424
1654,Stanislav Lobotka,,450,43,Slovakia,78,CM,550,4,4,66,60,75,79,67,63,170,410
1656,Sofiane Boufal,,450,129,Morocco,77,LW,550,4,4,81,68,72,84,27,48,170,380
1657,Gustavo Cabral,,450,52,Argentina,77,CB,750,2,3,37,33,55,57,77,78,182,337
1659,Okay Yokuslu,,450,48,Turkey,77,CDM,700,3,4,73,70,72,73,75,83,191,446
1660,Nemanja Radoja,,450,51,Serbia,77,CM,550,3,3,44,67,67,69,71,74,186,392
1661,Jozabed Sánchez Ruiz,Jozabed,450,45,Spain,77,CM,500,3,3,64,72,73,74,61,65,180,409
1662,David Juncà Reñé,David Juncà,450,45,Spain,76,LB,600,3,3,79,45,66,70,71,78,175,409
1663,Mathias Jensen,,450,13,Denmark,75,CM,550,3,4,74,67,73,75,64,70,173,423
1664,Néstor Araujo,,450,83,Mexico,75,CB,900,2,3,71,41,55,60,74,77,188,378
1666,Facundo Roncaglia,,450,52,Argentina,75,CB,700,2,3,64,53,68,64,76,71,179,396
1667,Emre Mor,,450,48,Turkey,74,LW,500,3,3,84,65,61,82,28,50,169,370
1668,Brais Méndez,,450,45,Spain,73,RW,700,3,3,71,72,69,73,41,63,187,389
1669,Junior Alonso,,450,58,Paraguay,73,CB,600,2,3,61,43,57,59,72,77,184,369
1670,Francisco José Beltrán Peinado,Fran Beltrán,450,45,Spain,72,CDM,4900,2,3,70,51,67,67,70,61,170,386
1681,Nabil Fekir,,66,18,France,85,CAM,7800,4,3,79,82,81,89,33,79,173,443
1684,Memphis Depay,,66,34,Holland,83,ST,2000,5,3,88,81,78,83,33,79,176,442
1686,Marcelo Antônio Guedes Filho,Marcelo,66,54,Brazil,81,CB,800,2,2,58,49,61,59,81,88,191,396
1690,Rafael Pereira da Silva,Rafael,66,54,Brazil,79,RB,850,4,3,81,60,74,78,75,78,172,446
1691,Lucas Tousart,,66,18,France,79,CDM,800,3,3,72,55,66,70,79,85,185,427
1695,Bertrand Traoré,,66,101,Burkina Faso,79,RW,650,4,1,88,72,73,84,43,67,181,427
1696,Kenny Tete,,66,34,Holland,78,RB,650,3,3,77,46,66,69,78,77,180,413
1701,Houssem Aouar,,66,18,France,78,CM,750,4,4,79,67,78,80,63,67,175,434
1702,Tanguy Ndombele,,66,18,France,78,CM,800,4,3,80,66,75,83,70,77,181,451
1703,Ferland Mendy,,66,18,France,77,LB,750,4,4,87,63,72,79,71,77,178,449
1704,Fernando Marçal de Oliveira,Marçal,66,54,Brazil,77,LB,800,3,4,78,60,71,75,73,74,178,431
1705,Jérémy Morel,,66,18,France,77,CB,1000,2,2,69,44,64,64,76,79,175,396
1706,Léo Dubois,,66,18,France,77,RB,600,3,4,69,61,74,75,76,66,178,421
1709,Maxwel Cornet,,66,108,Côte d'Ivoire,75,RW,600,3,5,87,75,67,74,36,69,179,408
1710,Jordan Ferri,,66,18,France,75,CM,700,3,3,65,67,73,73,66,74,172,418
1711,Moussa Dembélé,,66,18,France,75,ST,700,4,2,82,73,58,74,30,78,183,395
1712,Jason Denayer,,66,7,Belgium,74,CB,1400,2,3,69,42,60,67,75,69,184,382
1713,Mapou Yanga-M'Biwa,,66,18,France,73,CB,950,2,3,66,35,55,62,72,75,184,365
1714,Martin Terrier,,66,18,France,73,ST,2700,4,3,79,72,71,73,34,62,184,391
1719,William Silva de Carvalho,William Carvalho,449,38,Portugal,84,CDM,2900,3,4,51,55,79,76,82,84,187,427
1720,Marc Bartra Aregall,Marc Bartra,449,45,Spain,82,CB,850,3,3,73,58,71,74,81,73,184,430
1721,Joaquín Sánchez Rodríguez,Joaquín,449,45,Spain,82,RM,750,4,3,73,77,83,82,41,61,179,417
1723,Andrés Guardado,,449,83,Mexico,82,CM,750,4,2,73,67,81,82,72,68,169,443
1724,Ryad Boudebouz,,449,97,Algeria,80,CAM,700,4,4,74,77,81,80,41,62,177,415
1727,Giovani Lo Celso,,449,52,Argentina,80,CM,700,3,3,74,74,79,81,64,70,175,442
1729,Antonio Sanabria,,449,58,Paraguay,79,ST,550,4,4,78,75,70,81,34,65,180,403
1730,Sergio León Limones,Sergio León,449,45,Spain,79,ST,500,4,4,75,80,58,78,43,70,178,404
1731,Sergio Canales Madrazo,Canales,449,45,Spain,79,CAM,800,3,3,60,73,80,77,40,53,180,383
1732,Aïssa Mandi,,449,97,Algeria,79,CB,700,2,3,66,46,73,69,80,72,184,406
1733,Sidnei Rechel da Silva Júnior,Sidnei,449,54,Brazil,79,CB,700,2,2,60,50,58,62,78,81,188,389
1734,Fran. Javier García Fernández,Javi García,449,45,Spain,78,CDM,450,3,3,62,63,67,69,76,80,186,417
1735,Antonio Barragán Fernández,Barragán,449,45,Spain,77,RB,650,2,3,70,51,68,67,76,74,183,406
1737,Francisco Guerrero Martín,Francis,449,45,Spain,75,RM,550,3,3,80,61,71,76,65,49,185,402
1743,Daniel Parejo Muñoz,Parejo,461,45,Spain,86,CM,21000,3,4,47,80,88,79,71,71,182,436
1747,Rodrigo Moreno Machado,Rodrigo,461,45,Spain,84,ST,4000,4,3,90,81,73,82,44,71,182,441
1753,Ezequiel Garay,,461,52,Argentina,82,CB,700,2,3,35,63,66,65,82,79,189,390
1754,Geoffrey Kondogbia,,461,18,France,82,CM,4800,4,2,73,73,76,79,83,88,188,472
1756,Gabriel Armando de Abreu,Gabriel Paulista,461,54,Brazil,82,CB,850,2,2,73,49,68,66,83,80,187,419
1758,Daniel Wass,,461,13,Denmark,82,CM,750,4,3,75,76,82,79,72,73,181,457
1760,Gonçalo Manuel Ganchinho Guedes,Gonçalo Guedes,461,38,Portugal,82,LW,750,4,3,88,79,76,82,36,68,179,429
1762,Michy Batshuayi,,461,7,Belgium,81,ST,700,4,5,76,81,59,78,33,72,185,399
1764,Jeison Murillo,,461,56,Colombia,81,CB,700,2,2,76,40,59,64,80,80,182,399
1765,Kévin Gameiro,,461,18,France,81,ST,700,4,3,85,81,75,78,43,68,172,430
1767,Carlos Soler Barragán,Carlos Soler,461,45,Spain,80,RM,700,3,4,76,74,81,79,62,65,180,437
1770,Francis Coquelin,,461,18,France,79,CDM,700,3,3,71,58,68,76,78,81,177,432
1772,José Luís Gayà Peña,Gayà,461,45,Spain,79,LB,700,3,3,87,61,76,78,72,68,172,442
1775,Cristiano Piccini,,461,27,Italy,78,RB,700,4,2,75,41,66,74,76,79,189,411
1776,Denis Cheryshev,,461,40,Russia,77,LM,500,3,4,78,78,73,77,53,66,179,425
1777,Rúben Miguel Nunes Vezo,Rúben Vezo,461,38,Portugal,77,CB,600,2,2,68,49,63,61,77,74,182,392
1782,Mouctar Diakhaby,,461,18,France,76,CB,550,2,3,58,37,49,53,75,79,192,351
1783,Antonio Latorre Grueso,Toni Lato,461,45,Spain,75,LB,600,3,3,81,54,70,72,71,63,171,411
1786,Jay Rodriguez,,109,14,England,77,ST,450,3,4,76,75,68,75,41,67,185,402
1787,Kieran Gibbs,,109,14,England,77,LB,1100,3,2,79,55,69,74,75,71,179,423
1788,Craig Dawson,,109,14,England,76,CB,550,2,2,64,43,59,60,76,78,188,380
1789,Ahmed Hegazy,,109,111,Egypt,76,CB,400,2,2,52,20,42,49,76,81,194,320
1790,Matt Phillips,,109,42,Scotland,76,RM,600,4,4,86,70,69,76,40,69,183,410
1791,Dwight Gayle,,109,14,England,75,ST,650,3,4,83,76,55,73,28,61,174,376
1793,Chris Brunt,,109,35,Northern Ireland,74,CM,3000,3,2,53,71,79,72,67,67,185,409
1794,Jake Livermore,,109,14,England,74,CM,2900,3,2,63,64,72,72,73,79,180,423
1795,Gareth Barry,,109,14,England,73,CDM,2900,3,3,32,63,75,68,73,68,183,379
1796,Kyle Bartley,,109,14,England,73,CB,750,2,3,55,27,49,51,73,81,194,336
1797,James Morrison,,109,42,Scotland,73,CAM,2900,4,3,58,74,73,74,59,63,178,401
1813,David Abraham,,1824,52,Argentina,79,CB,750,2,2,79,56,61,54,79,77,189,406
1814,Ante Rebic,,1824,10,Croatia,79,ST,700,3,3,85,78,69,79,36,81,185,428
1815,Sébastien Haller,,1824,18,France,78,ST,700,3,2,73,76,56,73,41,76,190,395
1816,Marco Fabián,,1824,83,Mexico,78,CAM,550,4,4,68,77,76,80,34,66,171,401
1817,Filip Kostic,,1824,51,Serbia,77,LM,500,3,2,88,68,69,80,30,72,184,407
1818,Nicolai Müller,,1824,21,Germany,77,RM,600,3,3,85,72,70,80,44,65,173,416
1819,Timmy Chandler,,1824,95,United States,77,RB,550,2,3,77,61,69,70,75,81,184,433
